orgID,summaryYM,SAARType_2017,location,orgloc,numDaysPresent,locCDC,summaryYR,summaryYH,summaryYQ,CCN,OID,facType,medAff,numBeds,countyName,state,vaStationCode,createDate,createUserID,modifiedDate,modifyUserID,surveyyear_join,medType,numAdmits,numICUBeds,numPatDays,los,pctICUBeds,numAUDaysPredicted,antiMicrobialDays,DOTgtDP,locSAAR
12556,2020M11,Adult_Antifungal_Ward_2017,SD6,12556-SD6,810,IN:ACUTE:WARD:M,2020,2020H2,2020Q4,050077,2.16.840.1.114222.4.1.6761,HOSP-GEN,Y,356,SAN DIEGO,CA,N/A,2020-12-09,72800,2020-12-09,72800,2020,M,22891,32,104210,4.5,8.9,13.688,0,,0
12556,2020M11,Adult_Antifungal_Ward_2017,SD7,12556-SD7,1273,IN:ACUTE:WARD:S,2020,2020H2,2020Q4,050077,2.16.840.1.114222.4.1.6761,HOSP-GEN,Y,356,SAN DIEGO,CA,N/A,2020-12-09,72800,2020-12-09,72800,2020,M,22891,32,104210,4.5,8.9,21.512,22,,1.023
12556,2020M11,Adult_Antifungal_Ward_2017,SD8,12556-SD8,1325,IN:ACUTE:WARD:M,2020,2020H2,2020Q4,050077,2.16.840.1.114222.4.1.6761,HOSP-GEN,Y,356,SAN DIEGO,CA,N/A,2020-12-09,72800,2020-12-09,72800,2020,M,22891,32,104210,4.5,8.9,22.391,29,,1.295
12556,2020M11,Adult_BSCA_ICU_2017,SD10ICU,12556-SD10ICU,223,IN:ACUTE:CC:MS,2020,2020H2,2020Q4,050077,2.16.840.1.114222.4.1.6761,HOSP-GEN,Y,356,SAN DIEGO,CA,N/A,2020-12-09,72800,2020-12-09,72800,2020,M,22891,32,104210,4.5,8.9,30.044,36,,1.198
12556,2020M11,Adult_BSCA_ICU_2017,SDMICU,12556-SDMICU,317,IN:ACUTE:CC:M,2020,2020H2,2020Q4,050077,2.16.840.1.114222.4.1.6761,HOSP-GEN,Y,356,SAN DIEGO,CA,N/A,2020-12-09,72800,2020-12-09,72800,2020,M,22891,32,104210,4.5,8.9,45.623,60,,1.315
12556,2020M11,Adult_BSCA_ICU_2017,SDSICU,12556-SDSICU,449,IN:ACUTE:CC:S,2020,2020H2,2020Q4,050077,2.16.840.1.114222.4.1.6761,HOSP-GEN,Y,356,SAN DIEGO,CA,N/A,2020-12-09,72800,2020-12-09,72800,2020,M,22891,32,104210,4.5,8.9,45.093,69,,1.53
12556,2020M11,Adult_BSCA_Step_2017,SD11,12556-SD11,1529,IN:ACUTE:STEP,2020,2020H2,2020Q4,050077,2.16.840.1.114222.4.1.6761,HOSP-GEN,Y,356,SAN DIEGO,CA,N/A,2020-12-09,72800,2020-12-09,72800,2020,M,22891,32,104210,4.5,8.9,189.118,231,,1.221
12556,2020M11,Adult_BSCA_Ward_2017,4SD,12556-4SD,945,IN:ACUTE:WARD:M,2020,2020H2,2020Q4,050077,2.16.840.1.114222.4.1.6761,HOSP-GEN,Y,356,SAN DIEGO,CA,N/A,2020-12-09,72800,2020-12-09,72800,2020,M,22891,32,104210,4.5,8.9,136.004,156,,1.147
12556,2020M11,Adult_BSCA_Ward_2017,SD5,12556-SD5,1299,IN:ACUTE:WARD:S,2020,2020H2,2020Q4,050077,2.16.840.1.114222.4.1.6761,HOSP-GEN,Y,356,SAN DIEGO,CA,N/A,2020-12-09,72800,2020-12-09,72800,2020,M,22891,32,104210,4.5,8.9,130.458,173,,1.326
12556,2020M11,Adult_BSCA_Ward_2017,SD6,12556-SD6,810,IN:ACUTE:WARD:M,2020,2020H2,2020Q4,050077,2.16.840.1.114222.4.1.6761,HOSP-GEN,Y,356,SAN DIEGO,CA,N/A,2020-12-09,72800,2020-12-09,72800,2020,M,22891,32,104210,4.5,8.9,116.575,123,,1.055
12556,2020M11,Adult_BSCA_Ward_2017,SD7,12556-SD7,1273,IN:ACUTE:WARD:S,2020,2020H2,2020Q4,050077,2.16.840.1.114222.4.1.6761,HOSP-GEN,Y,356,SAN DIEGO,CA,N/A,2020-12-09,72800,2020-12-09,72800,2020,M,22891,32,104210,4.5,8.9,127.847,193,,1.51
12556,2020M11,Adult_BSCA_Ward_2017,SD8,12556-SD8,1325,IN:ACUTE:WARD:M,2020,2020H2,2020Q4,050077,2.16.840.1.114222.4.1.6761,HOSP-GEN,Y,356,SAN DIEGO,CA,N/A,2020-12-09,72800,2020-12-09,72800,2020,M,22891,32,104210,4.5,8.9,190.694,196,,1.028
12556,2020M11,Adult_BSHO_ICU_2017,SD10ICU,12556-SD10ICU,223,IN:ACUTE:CC:MS,2020,2020H2,2020Q4,050077,2.16.840.1.114222.4.1.6761,HOSP-GEN,Y,356,SAN DIEGO,CA,N/A,2020-12-09,72800,2020-12-09,72800,2020,M,22891,32,104210,4.5,8.9,69.163,79,,1.142
12556,2020M11,Adult_BSHO_ICU_2017,SDMICU,12556-SDMICU,317,IN:ACUTE:CC:M,2020,2020H2,2020Q4,050077,2.16.840.1.114222.4.1.6761,HOSP-GEN,Y,356,SAN DIEGO,CA,N/A,2020-12-09,72800,2020-12-09,72800,2020,M,22891,32,104210,4.5,8.9,111.509,141,,1.264
12556,2020M11,Adult_BSHO_ICU_2017,SDSICU,12556-SDSICU,449,IN:ACUTE:CC:S,2020,2020H2,2020Q4,050077,2.16.840.1.114222.4.1.6761,HOSP-GEN,Y,356,SAN DIEGO,CA,N/A,2020-12-09,72800,2020-12-09,72800,2020,M,22891,32,104210,4.5,8.9,139.257,104,,0.747
12556,2020M11,Adult_BSHO_Step_2017,SD11,12556-SD11,1529,IN:ACUTE:STEP,2020,2020H2,2020Q4,050077,2.16.840.1.114222.4.1.6761,HOSP-GEN,Y,356,SAN DIEGO,CA,N/A,2020-12-09,72800,2020-12-09,72800,2020,M,22891,32,104210,4.5,8.9,244.415,173,,0.708
12556,2020M11,Adult_BSHO_Ward_2017,4SD,12556-4SD,945,IN:ACUTE:WARD:M,2020,2020H2,2020Q4,050077,2.16.840.1.114222.4.1.6761,HOSP-GEN,Y,356,SAN DIEGO,CA,N/A,2020-12-09,72800,2020-12-09,72800,2020,M,22891,32,104210,4.5,8.9,131.116,90,,0.686
12556,2020M11,Adult_BSHO_Ward_2017,SD5,12556-SD5,1299,IN:ACUTE:WARD:S,2020,2020H2,2020Q4,050077,2.16.840.1.114222.4.1.6761,HOSP-GEN,Y,356,SAN DIEGO,CA,N/A,2020-12-09,72800,2020-12-09,72800,2020,M,22891,32,104210,4.5,8.9,166.692,182,,1.092
12556,2020M11,Adult_BSHO_Ward_2017,SD6,12556-SD6,810,IN:ACUTE:WARD:M,2020,2020H2,2020Q4,050077,2.16.840.1.114222.4.1.6761,HOSP-GEN,Y,356,SAN DIEGO,CA,N/A,2020-12-09,72800,2020-12-09,72800,2020,M,22891,32,104210,4.5,8.9,112.385,97,,0.863
12556,2020M11,Adult_BSHO_Ward_2017,SD7,12556-SD7,1273,IN:ACUTE:WARD:S,2020,2020H2,2020Q4,050077,2.16.840.1.114222.4.1.6761,HOSP-GEN,Y,356,SAN DIEGO,CA,N/A,2020-12-09,72800,2020-12-09,72800,2020,M,22891,32,104210,4.5,8.9,163.356,218,,1.335
12556,2020M11,Adult_BSHO_Ward_2017,SD8,12556-SD8,1325,IN:ACUTE:WARD:M,2020,2020H2,2020Q4,050077,2.16.840.1.114222.4.1.6761,HOSP-GEN,Y,356,SAN DIEGO,CA,N/A,2020-12-09,72800,2020-12-09,72800,2020,M,22891,32,104210,4.5,8.9,183.840,153,,0.832
12556,2020M11,Adult_CDI_ICU_2017,SD10ICU,12556-SD10ICU,223,IN:ACUTE:CC:MS,2020,2020H2,2020Q4,050077,2.16.840.1.114222.4.1.6761,HOSP-GEN,Y,356,SAN DIEGO,CA,N/A,2020-12-09,72800,2020-12-09,72800,2020,M,22891,32,104210,4.5,8.9,51.892,66,,1.272
12556,2020M11,Adult_CDI_ICU_2017,SDMICU,12556-SDMICU,317,IN:ACUTE:CC:M,2020,2020H2,2020Q4,050077,2.16.840.1.114222.4.1.6761,HOSP-GEN,Y,356,SAN DIEGO,CA,N/A,2020-12-09,72800,2020-12-09,72800,2020,M,22891,32,104210,4.5,8.9,73.766,105,,1.423
12556,2020M11,Adult_CDI_ICU_2017,SDSICU,12556-SDSICU,449,IN:ACUTE:CC:S,2020,2020H2,2020Q4,050077,2.16.840.1.114222.4.1.6761,HOSP-GEN,Y,356,SAN DIEGO,CA,N/A,2020-12-09,72800,2020-12-09,72800,2020,M,22891,32,104210,4.5,8.9,83.556,100,,1.197
12556,2020M11,Adult_CDI_Step_2017,SD11,12556-SD11,1529,IN:ACUTE:STEP,2020,2020H2,2020Q4,050077,2.16.840.1.114222.4.1.6761,HOSP-GEN,Y,356,SAN DIEGO,CA,N/A,2020-12-09,72800,2020-12-09,72800,2020,M,22891,32,104210,4.5,8.9,284.539,282,,0.991
12556,2020M11,Adult_CDI_Ward_2017,4SD,12556-4SD,945,IN:ACUTE:WARD:M,2020,2020H2,2020Q4,050077,2.16.840.1.114222.4.1.6761,HOSP-GEN,Y,356,SAN DIEGO,CA,N/A,2020-12-09,72800,2020-12-09,72800,2020,M,22891,32,104210,4.5,8.9,188.705,188,,0.996
12556,2020M11,Adult_CDI_Ward_2017,SD5,12556-SD5,1299,IN:ACUTE:WARD:S,2020,2020H2,2020Q4,050077,2.16.840.1.114222.4.1.6761,HOSP-GEN,Y,356,SAN DIEGO,CA,N/A,2020-12-09,72800,2020-12-09,72800,2020,M,22891,32,104210,4.5,8.9,184.777,241,,1.304
12556,2020M11,Adult_CDI_Ward_2017,SD6,12556-SD6,810,IN:ACUTE:WARD:M,2020,2020H2,2020Q4,050077,2.16.840.1.114222.4.1.6761,HOSP-GEN,Y,356,SAN DIEGO,CA,N/A,2020-12-09,72800,2020-12-09,72800,2020,M,22891,32,104210,4.5,8.9,161.747,145,,0.896
12556,2020M11,Adult_CDI_Ward_2017,SD7,12556-SD7,1273,IN:ACUTE:WARD:S,2020,2020H2,2020Q4,050077,2.16.840.1.114222.4.1.6761,HOSP-GEN,Y,356,SAN DIEGO,CA,N/A,2020-12-09,72800,2020-12-09,72800,2020,M,22891,32,104210,4.5,8.9,181.079,275,,1.519
12556,2020M11,Adult_CDI_Ward_2017,SD8,12556-SD8,1325,IN:ACUTE:WARD:M,2020,2020H2,2020Q4,050077,2.16.840.1.114222.4.1.6761,HOSP-GEN,Y,356,SAN DIEGO,CA,N/A,2020-12-09,72800,2020-12-09,72800,2020,M,22891,32,104210,4.5,8.9,264.586,244,,0.922
12556,2020M11,Adult_GramPos_ICU_2017,SD10ICU,12556-SD10ICU,223,IN:ACUTE:CC:MS,2020,2020H2,2020Q4,050077,2.16.840.1.114222.4.1.6761,HOSP-GEN,Y,356,SAN DIEGO,CA,N/A,2020-12-09,72800,2020-12-09,72800,2020,M,22891,32,104210,4.5,8.9,41.507,16,,0.385
12556,2020M11,Adult_GramPos_ICU_2017,SDMICU,12556-SDMICU,317,IN:ACUTE:CC:M,2020,2020H2,2020Q4,050077,2.16.840.1.114222.4.1.6761,HOSP-GEN,Y,356,SAN DIEGO,CA,N/A,2020-12-09,72800,2020-12-09,72800,2020,M,22891,32,104210,4.5,8.9,59.004,77,,1.305
12556,2020M11,Adult_GramPos_ICU_2017,SDSICU,12556-SDSICU,449,IN:ACUTE:CC:S,2020,2020H2,2020Q4,050077,2.16.840.1.114222.4.1.6761,HOSP-GEN,Y,356,SAN DIEGO,CA,N/A,2020-12-09,72800,2020-12-09,72800,2020,M,22891,32,104210,4.5,8.9,83.573,79,,0.945
12556,2020M11,Adult_GramPos_Step_2017,SD11,12556-SD11,1529,IN:ACUTE:STEP,2020,2020H2,2020Q4,050077,2.16.840.1.114222.4.1.6761,HOSP-GEN,Y,356,SAN DIEGO,CA,N/A,2020-12-09,72800,2020-12-09,72800,2020,M,22891,32,104210,4.5,8.9,142.191,94,,0.661
12556,2020M11,Adult_GramPos_Ward_2017,4SD,12556-4SD,945,IN:ACUTE:WARD:M,2020,2020H2,2020Q4,050077,2.16.840.1.114222.4.1.6761,HOSP-GEN,Y,356,SAN DIEGO,CA,N/A,2020-12-09,72800,2020-12-09,72800,2020,M,22891,32,104210,4.5,8.9,87.881,72,,0.819
12556,2020M11,Adult_GramPos_Ward_2017,SD5,12556-SD5,1299,IN:ACUTE:WARD:S,2020,2020H2,2020Q4,050077,2.16.840.1.114222.4.1.6761,HOSP-GEN,Y,356,SAN DIEGO,CA,N/A,2020-12-09,72800,2020-12-09,72800,2020,M,22891,32,104210,4.5,8.9,104.569,180,,1.721
12556,2020M11,Adult_GramPos_Ward_2017,SD6,12556-SD6,810,IN:ACUTE:WARD:M,2020,2020H2,2020Q4,050077,2.16.840.1.114222.4.1.6761,HOSP-GEN,Y,356,SAN DIEGO,CA,N/A,2020-12-09,72800,2020-12-09,72800,2020,M,22891,32,104210,4.5,8.9,75.327,98,,1.301
12556,2020M11,Adult_GramPos_Ward_2017,SD7,12556-SD7,1273,IN:ACUTE:WARD:S,2020,2020H2,2020Q4,050077,2.16.840.1.114222.4.1.6761,HOSP-GEN,Y,356,SAN DIEGO,CA,N/A,2020-12-09,72800,2020-12-09,72800,2020,M,22891,32,104210,4.5,8.9,102.476,169,,1.649
12556,2020M11,Adult_GramPos_Ward_2017,SD8,12556-SD8,1325,IN:ACUTE:WARD:M,2020,2020H2,2020Q4,050077,2.16.840.1.114222.4.1.6761,HOSP-GEN,Y,356,SAN DIEGO,CA,N/A,2020-12-09,72800,2020-12-09,72800,2020,M,22891,32,104210,4.5,8.9,123.220,121,,0.982
12556,2020M11,Adult_NSBL_ICU_2017,SD10ICU,12556-SD10ICU,223,IN:ACUTE:CC:MS,2020,2020H2,2020Q4,050077,2.16.840.1.114222.4.1.6761,HOSP-GEN,Y,356,SAN DIEGO,CA,N/A,2020-12-09,72800,2020-12-09,72800,2020,M,22891,32,104210,4.5,8.9,19.284,37,,1.919
12556,2020M11,Adult_NSBL_ICU_2017,SDMICU,12556-SDMICU,317,IN:ACUTE:CC:M,2020,2020H2,2020Q4,050077,2.16.840.1.114222.4.1.6761,HOSP-GEN,Y,356,SAN DIEGO,CA,N/A,2020-12-09,72800,2020-12-09,72800,2020,M,22891,32,104210,4.5,8.9,20.596,27,,1.311
12556,2020M11,Adult_NSBL_ICU_2017,SDSICU,12556-SDSICU,449,IN:ACUTE:CC:S,2020,2020H2,2020Q4,050077,2.16.840.1.114222.4.1.6761,HOSP-GEN,Y,356,SAN DIEGO,CA,N/A,2020-12-09,72800,2020-12-09,72800,2020,M,22891,32,104210,4.5,8.9,72.764,80,,1.099
12556,2020M11,Adult_NSBL_Step_2017,SD11,12556-SD11,1529,IN:ACUTE:STEP,2020,2020H2,2020Q4,050077,2.16.840.1.114222.4.1.6761,HOSP-GEN,Y,356,SAN DIEGO,CA,N/A,2020-12-09,72800,2020-12-09,72800,2020,M,22891,32,104210,4.5,8.9,106.673,116,,1.087
12556,2020M11,Adult_NSBL_Ward_2017,4SD,12556-4SD,945,IN:ACUTE:WARD:M,2020,2020H2,2020Q4,050077,2.16.840.1.114222.4.1.6761,HOSP-GEN,Y,356,SAN DIEGO,CA,N/A,2020-12-09,72800,2020-12-09,72800,2020,M,22891,32,104210,4.5,8.9,61.398,98,,1.596
12556,2020M11,Adult_NSBL_Ward_2017,SD5,12556-SD5,1299,IN:ACUTE:WARD:S,2020,2020H2,2020Q4,050077,2.16.840.1.114222.4.1.6761,HOSP-GEN,Y,356,SAN DIEGO,CA,N/A,2020-12-09,72800,2020-12-09,72800,2020,M,22891,32,104210,4.5,8.9,210.514,277,,1.316
12556,2020M11,Adult_NSBL_Ward_2017,SD6,12556-SD6,810,IN:ACUTE:WARD:M,2020,2020H2,2020Q4,050077,2.16.840.1.114222.4.1.6761,HOSP-GEN,Y,356,SAN DIEGO,CA,N/A,2020-12-09,72800,2020-12-09,72800,2020,M,22891,32,104210,4.5,8.9,52.627,24,,0.456
12556,2020M11,Adult_NSBL_Ward_2017,SD7,12556-SD7,1273,IN:ACUTE:WARD:S,2020,2020H2,2020Q4,050077,2.16.840.1.114222.4.1.6761,HOSP-GEN,Y,356,SAN DIEGO,CA,N/A,2020-12-09,72800,2020-12-09,72800,2020,M,22891,32,104210,4.5,8.9,206.300,230,,1.115
12556,2020M11,Adult_NSBL_Ward_2017,SD8,12556-SD8,1325,IN:ACUTE:WARD:M,2020,2020H2,2020Q4,050077,2.16.840.1.114222.4.1.6761,HOSP-GEN,Y,356,SAN DIEGO,CA,N/A,2020-12-09,72800,2020-12-09,72800,2020,M,22891,32,104210,4.5,8.9,86.088,122,,1.417
12556,2020M12,Adult_All-Antibacterial_2017,4SD,12556-4SD,844,IN:ACUTE:WARD:M,2020,2020H2,2020Q4,050077,2.16.840.1.114222.4.1.6761,HOSP-GEN,Y,356,SAN DIEGO,CA,N/A,2021-01-18,72800,2021-01-18,72800,2020,M,22891,32,104210,4.5,8.9,490.341,386,0,0.787
12556,2020M12,Adult_All-Antibacterial_2017,SD10ICU,12556-SD10ICU,255,IN:ACUTE:CC:MS,2020,2020H2,2020Q4,050077,2.16.840.1.114222.4.1.6761,HOSP-GEN,Y,356,SAN DIEGO,CA,N/A,2021-01-18,72800,2021-01-18,72800,2020,M,22891,32,104210,4.5,8.9,223.195,261,0,1.169
12556,2020M12,Adult_All-Antibacterial_2017,SD11,12556-SD11,1534,IN:ACUTE:STEP,2020,2020H2,2020Q4,050077,2.16.840.1.114222.4.1.6761,HOSP-GEN,Y,356,SAN DIEGO,CA,N/A,2021-01-18,72800,2021-01-18,72800,2020,M,22891,32,104210,4.5,8.9,885.856,841,0,0.949
12556,2020M12,Adult_All-Antibacterial_2017,SD5,12556-SD5,1315,IN:ACUTE:WARD:S,2020,2020H2,2020Q4,050077,2.16.840.1.114222.4.1.6761,HOSP-GEN,Y,356,SAN DIEGO,CA,N/A,2021-01-18,72800,2021-01-18,72800,2020,M,22891,32,104210,4.5,8.9,768.587,984,0,1.28
12556,2020M12,Adult_All-Antibacterial_2017,SD6,12556-SD6,1041,IN:ACUTE:WARD:M,2020,2020H2,2020Q4,050077,2.16.840.1.114222.4.1.6761,HOSP-GEN,Y,356,SAN DIEGO,CA,N/A,2021-01-18,72800,2021-01-18,72800,2020,M,22891,32,104210,4.5,8.9,604.793,573,0,0.947
12556,2020M12,Adult_All-Antibacterial_2017,SD7,12556-SD7,1191,IN:ACUTE:WARD:S,2020,2020H2,2020Q4,050077,2.16.840.1.114222.4.1.6761,HOSP-GEN,Y,356,SAN DIEGO,CA,N/A,2021-01-18,72800,2021-01-18,72800,2020,M,22891,32,104210,4.5,8.9,696.111,882,0,1.267
12556,2020M12,Adult_All-Antibacterial_2017,SD8,12556-SD8,1357,IN:ACUTE:WARD:M,2020,2020H2,2020Q4,050077,2.16.840.1.114222.4.1.6761,HOSP-GEN,Y,356,SAN DIEGO,CA,N/A,2021-01-18,72800,2021-01-18,72800,2020,M,22891,32,104210,4.5,8.9,788.380,812,0,1.03
12556,2020M12,Adult_All-Antibacterial_2017,SD9,12556-SD9,187,IN:ACUTE:WARD:MS,2020,2020H2,2020Q4,050077,2.16.840.1.114222.4.1.6761,HOSP-GEN,Y,356,SAN DIEGO,CA,N/A,2021-01-18,72800,2021-01-18,72800,2020,M,22891,32,104210,4.5,8.9,108.995,123,0,1.128
12556,2020M12,Adult_All-Antibacterial_2017,SDMICU,12556-SDMICU,332,IN:ACUTE:CC:M,2020,2020H2,2020Q4,050077,2.16.840.1.114222.4.1.6761,HOSP-GEN,Y,356,SAN DIEGO,CA,N/A,2021-01-18,72800,2021-01-18,72800,2020,M,22891,32,104210,4.5,8.9,309.753,366,0,1.182
12556,2020M12,Adult_All-Antibacterial_2017,SDSICU,12556-SDSICU,514,IN:ACUTE:CC:S,2020,2020H2,2020Q4,050077,2.16.840.1.114222.4.1.6761,HOSP-GEN,Y,356,SAN DIEGO,CA,N/A,2021-01-18,72800,2021-01-18,72800,2020,M,22891,32,104210,4.5,8.9,462.142,498,0,1.078
12556,2020M12,Adult_Antifungal_ICU_2017,SD10ICU,12556-SD10ICU,255,IN:ACUTE:CC:MS,2020,2020H2,2020Q4,050077,2.16.840.1.114222.4.1.6761,HOSP-GEN,Y,356,SAN DIEGO,CA,N/A,2021-01-18,72800,2021-01-18,72800,2020,M,22891,32,104210,4.5,8.9,10.592,22,,2.077
12556,2020M12,Adult_Antifungal_ICU_2017,SDMICU,12556-SDMICU,332,IN:ACUTE:CC:M,2020,2020H2,2020Q4,050077,2.16.840.1.114222.4.1.6761,HOSP-GEN,Y,356,SAN DIEGO,CA,N/A,2021-01-18,72800,2021-01-18,72800,2020,M,22891,32,104210,4.5,8.9,13.790,16,,1.16
12556,2020M12,Adult_Antifungal_ICU_2017,SDSICU,12556-SDSICU,514,IN:ACUTE:CC:S,2020,2020H2,2020Q4,050077,2.16.840.1.114222.4.1.6761,HOSP-GEN,Y,356,SAN DIEGO,CA,N/A,2021-01-18,72800,2021-01-18,72800,2020,M,22891,32,104210,4.5,8.9,30.757,18,,0.585
12556,2020M12,Adult_Antifungal_Step_2017,SD11,12556-SD11,1534,IN:ACUTE:STEP,2020,2020H2,2020Q4,050077,2.16.840.1.114222.4.1.6761,HOSP-GEN,Y,356,SAN DIEGO,CA,N/A,2021-01-18,72800,2021-01-18,72800,2020,M,22891,32,104210,4.5,8.9,30.528,23,,0.753
12556,2020M12,Adult_Antifungal_Ward_2017,4SD,12556-4SD,844,IN:ACUTE:WARD:M,2020,2020H2,2020Q4,050077,2.16.840.1.114222.4.1.6761,HOSP-GEN,Y,356,SAN DIEGO,CA,N/A,2021-01-18,72800,2021-01-18,72800,2020,M,22891,32,104210,4.5,8.9,14.263,6,,0.421
12556,2020M12,Adult_Antifungal_Ward_2017,SD5,12556-SD5,1315,IN:ACUTE:WARD:S,2020,2020H2,2020Q4,050077,2.16.840.1.114222.4.1.6761,HOSP-GEN,Y,356,SAN DIEGO,CA,N/A,2021-01-18,72800,2021-01-18,72800,2020,M,22891,32,104210,4.5,8.9,22.222,25,,1.125
